Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
43.315,468.405,468.405,-73.787,73.797,0.195,0.234,272.049,0.275,272.049,89.942,1.247,0.129,28.61,-80.597,0.054,-1.718e-4,-0.14,0.012,-89.391,90.002,1169.027,343,0.162,0.001,9.791,96.895,70.447,2.645,0,0,11.671,0.466,0.262,0.078,0.126,0.466,0.011,0.028,-1.784e-4,0,0,0,0,-4.629e-7,1.962,90,11.955,958.314,0.001,338.544,0.218,6.107e6,10,78.54,0.05,0.163,0.009
43.365,464.716,464.716,-73.777,73.788,0.194,0.199,271.987,0.275,271.987,89.942,1.243,0.043,28.61,-80.597,0.012,-1.716e-4,0.764,0.051,-89.411,90.048,1169.027,343,0.162,0.001,9.791,96.927,70.447,2.648,0,0,11.673,0.466,0.262,0.078,0.126,0.466,0.002,0.006,1.681e-5,0,0,0,0,1.373e-5,1.986,90,11.979,958.747,0.001,338.558,0.218,6.108e6,10,78.54,0.05,0.163,0.009
43.415,461.027,461.027,-73.767,73.778,0.194,0.284,271.925,0.275,271.925,89.942,1.252,0.208,28.61,-80.597,0.029,-1.717e-4,-0.292,0.012,-89.44,90.039,1169.027,343,0.162,0.001,9.791,96.914,70.447,2.647,0,0,11.674,0.466,0.262,0.078,0.126,0.466,0.006,0.015,-2.969e-4,0,0,0,0,-2.003e-6,2.01,90,12.003,959.179,0.001,338.573,0.218,6.109e6,10,78.54,0.05,0.163,0.009
43.465,457.339,457.339,-73.758,73.768,0.196,0.216,271.862,0.275,271.862,89.942,1.258,0.091,28.61,-80.597,9.396e-4,-1.714e-4,-0.092,0.022,-89.447,90.001,1169.027,343,0.162,0.001,9.791,96.936,70.447,2.649,0,0,11.675,0.466,0.262,0.078,0.126,0.466,1.828e-4,9.522e-4,3.098e-5,0,0,0,0,-2.001e-7,1.971,90,12.027,959.612,0.001,338.587,0.218,6.11e6,10,78.54,0.05,0.164,0.009
43.515,453.652,453.652,-73.748,73.759,0.196,0.226,271.799,0.275,271.799,89.942,1.264,0.112,28.61,-80.597,0.006,-1.713e-4,0.034,0.009,-89.449,89.953,1169.027,343,0.162,0.001,9.791,96.932,70.447,2.648,0,0,11.676,0.466,0.262,0.078,0.126,0.466,0.001,0.003,1.629e-4,0,0,0,0,2.702e-8,1.98,90,12.051,960.044,0.001,338.602,0.218,6.111e6,10,78.54,0.05,0.164,0.009
43.565,449.964,449.964,-73.738,73.749,0.197,0.234,271.736,0.275,271.736,89.942,1.269,0.126,28.61,-80.597,0.009,-1.713e-4,0.138,-0.01,-89.445,89.976,1169.027,343,0.162,0.001,9.791,96.929,70.447,2.648,0,0,11.677,0.466,0.262,0.078,0.126,0.466,0.002,0.005,2.629e-4,0,0,0,0,4.474e-7,1.995,90,12.075,960.477,0.001,338.616,0.218,6.112e6,10,78.54,0.05,0.164,0.009
43.615,446.278,446.278,-73.728,73.739,0.197,0.32,271.672,0.275,271.672,89.942,1.278,0.252,28.61,-80.597,0.039,-1.716e-4,0.614,-0.006,-89.429,90.016,1169.027,343,0.162,0.001,9.791,96.906,70.447,2.646,0,0,11.678,0.466,0.262,0.078,0.126,0.466,0.008,0.02,1.404e-5,0,0,0,0,8.891e-6,2.062,90,12.099,960.909,0.001,338.631,0.218,6.113e6,10,78.54,0.05,0.164,0.009
43.665,442.592,442.592,-73.718,73.73,0.199,0.229,271.608,0.275,271.608,89.942,1.291,0.112,28.61,-80.597,0.003,-1.72e-4,1.579,-0.204,-89.37,90.023,1169.027,343,0.162,0.001,9.791,96.934,70.447,2.649,0,0,11.679,0.466,0.262,0.078,0.126,0.466,5.33e-4,8.852e-4,2.427e-5,0,0,0,0,5.876e-5,2.106,90,12.123,961.341,0.001,338.646,0.218,6.114e6,10,78.54,0.05,0.164,0.009
43.715,438.906,438.906,-73.708,73.719,0.205,0.33,271.543,0.275,271.544,89.942,1.283,0.259,28.61,-80.597,0.088,-1.742e-4,-0.088,0.004,-89.321,90.025,1169.027,343,0.162,0.001,9.791,96.868,70.447,2.642,0,0,11.681,0.466,0.262,0.078,0.126,0.466,0.017,0.045,-2.63e-4,0,0,0,0,-1.807e-7,2.043,90,12.147,961.774,0.001,338.66,0.218,6.115e6,10,78.54,0.05,0.164,0.009
43.765,435.221,435.221,-73.698,73.709,0.202,0.206,271.479,0.275,271.48,89.942,1.278,0.039,28.61,-80.597,0.016,-1.738e-4,1.011,0.032,-89.351,90.043,1169.027,343,0.162,0.001,9.791,96.924,70.447,2.648,0,0,11.681,0.466,0.262,0.078,0.126,0.466,0.003,0.008,-2.929e-4,0,0,0,0,2.412e-5,2.093,90,12.171,962.206,0.001,338.675,0.218,6.116e6,10,78.54,0.05,0.165,0.009
43.815,431.536,431.536,-73.688,73.699,0.202,0.22,271.415,0.275,271.416,89.942,1.284,0.088,28.61,-80.597,0.002,-1.737e-4,0.962,-0.011,-89.401,90.009,1169.027,343,0.162,0.001,9.791,96.935,70.447,2.649,0,0,11.682,0.466,0.262,0.078,0.126,0.466,3.249e-4,5.725e-4,3.576e-4,0,0,0,0,2.181e-5,2.052,90,12.195,962.638,0.001,338.689,0.218,6.117e6,10,78.54,0.05,0.165,0.009
43.865,427.852,427.852,-73.678,73.689,0.202,0.234,271.351,0.275,271.351,89.942,1.285,0.117,28.61,-80.597,0.008,-1.742e-4,-1.329,-0.075,-89.46,89.957,1169.027,343,0.162,0.001,9.791,96.93,70.447,2.648,0,0,11.683,0.466,0.262,0.078,0.126,0.466,0.001,0.004,-4.214e-4,0,0,0,0,-4.167e-5,1.989,90,12.219,963.07,0.001,338.704,0.218,6.118e6,10,78.54,0.05,0.165,0.009
43.915,424.168,424.168,-73.668,73.679,0.201,0.512,271.287,0.275,271.287,89.942,1.302,0.471,28.61,-80.597,0.094,-1.706e-4,0.108,-0.009,-89.497,89.966,1169.027,343,0.162,0.001,9.791,96.863,70.447,2.642,0,0,11.685,0.466,0.262,0.078,0.126,0.466,0.018,0.048,-2.171e-4,0,0,0,0,2.729e-7,2.069,90,12.243,963.502,0.001,338.718,0.218,6.119e6,10,78.54,0.05,0.165,0.009
43.965,420.485,420.485,-73.658,73.669,0.203,0.307,271.221,0.275,271.221,89.942,1.322,0.23,28.61,-80.597,0.034,-1.696e-4,1.857,-0.023,-89.442,90.018,1169.027,343,0.162,0.001,9.791,96.91,70.447,2.646,0,0,11.685,0.466,0.262,0.078,0.126,0.466,0.007,0.017,2.819e-4,0,0,0,0,8.144e-5,2.083,90,12.267,963.934,0.001,338.733,0.217,6.12e6,10,78.54,0.05,0.165,0.009
44.015,416.803,416.803,-73.647,73.659,0.211,0.433,271.155,0.275,271.155,89.942,1.319,0.379,28.61,-80.597,0.115,-1.711e-4,-1.013,0.004,-89.357,90.068,1169.027,343,0.162,0.001,9.791,96.847,70.447,2.64,0,0,11.686,0.466,0.262,0.078,0.126,0.466,0.022,0.059,9.315e-5,0,0,0,0,-2.422e-5,1.997,90,12.291,964.366,0.001,338.747,0.217,6.121e6,10,78.54,0.05,0.165,0.009
44.065,413.121,413.121,-73.637,73.648,0.21,0.371,271.09,0.275,271.09,89.942,1.292,0.305,28.61,-80.597,0.096,-1.714e-4,2.449,0.027,-89.397,90.107,1169.027,343,0.162,0.001,9.791,96.861,70.447,2.641,0,0,11.687,0.466,0.262,0.078,0.126,0.466,0.019,0.049,-4.548e-4,0,0,0,0,1.417e-4,1.944,90,12.315,964.798,0.001,338.762,0.217,6.122e6,10,78.54,0.05,0.165,0.009
44.115,409.439,409.439,-73.626,73.638,0.204,0.554,271.025,0.275,271.025,89.942,1.305,0.516,28.61,-80.597,0.105,-1.709e-4,-1.488,0.02,-89.511,90.118,1169.027,343,0.162,0.001,9.791,96.854,70.447,2.641,0,0,11.688,0.466,0.262,0.078,0.126,0.466,0.021,0.054,2.913e-4,0,0,0,0,-5.234e-5,2.068,90,12.339,965.23,0.001,338.776,0.217,6.123e6,10,78.54,0.05,0.166,0.009
44.165,405.758,405.758,-73.616,73.628,0.205,0.496,270.959,0.275,270.959,89.942,1.325,0.452,28.61,-80.597,0.091,-1.702e-4,0.309,0.014,-89.54,90.054,1169.027,343,0.162,0.001,9.791,96.865,70.447,2.642,0,0,11.689,0.466,0.262,0.078,0.126,0.466,0.018,0.047,-4.035e-4,0,0,0,0,2.25e-6,2.033,90,12.363,965.661,0.001,338.791,0.217,6.124e6,10,78.54,0.05,0.166,0.009
44.215,402.077,402.077,-73.606,73.618,0.206,0.452,270.892,0.275,270.892,89.942,1.353,0.402,28.61,-80.597,0.076,-1.723e-4,2.898,0.03,-89.457,89.98,1169.027,343,0.162,0.001,9.791,96.877,70.447,2.643,0,0,11.69,0.466,0.262,0.078,0.126,0.466,0.015,0.038,9.734e-6,0,0,0,0,1.985e-4,2.148,90,12.386,966.093,0.001,338.805,0.217,6.125e6,10,78.54,0.05,0.166,0.009
44.265,398.397,398.397,-73.595,73.608,0.214,0.376,270.824,0.275,270.824,89.942,1.353,0.309,28.61,-80.597,0.1,-1.739e-4,-2.329,0.016,-89.311,89.952,1169.027,343,0.162,0.001,9.791,96.858,70.447,2.641,0,0,11.691,0.466,0.262,0.078,0.126,0.466,0.02,0.052,-2.135e-4,0,0,0,0,-1.283e-4,2.109,90,12.41,966.525,0.001,338.82,0.217,6.126e6,10,78.54,0.05,0.166,0.009
44.315,394.718,394.718,-73.585,73.597,0.217,0.489,270.757,0.275,270.757,89.942,1.333,0.438,28.61,-80.597,0.133,-1.717e-4,0.511,0.009,-89.264,89.98,1169.027,343,0.162,0.001,9.791,96.832,70.447,2.639,0,0,11.692,0.466,0.262,0.078,0.126,0.466,0.026,0.068,-3.267e-4,0,0,0,0,6.18e-6,2.107,90,12.434,966.956,0.001,338.834,0.217,6.127e6,10,78.54,0.05,0.166,0.009
44.365,391.039,391.039,-73.574,73.586,0.212,0.225,270.691,0.275,270.691,89.942,1.317,0.075,28.61,-80.597,0.043,-1.699e-4,2.776,0.002,-89.355,90.008,1169.027,343,0.162,0.001,9.791,96.902,70.447,2.646,0,0,11.692,0.466,0.262,0.078,0.126,0.466,0.008,0.022,-8.187e-5,0,0,0,0,1.823e-4,2.091,90,12.458,967.388,0.001,338.849,0.217,6.128e6,10,78.54,0.05,0.166,0.009
44.415,387.36,387.36,-73.563,73.575,0.207,0.674,270.625,0.275,270.625,89.942,1.33,0.641,28.61,-80.597,0.134,-1.669e-4,-1.846,-0.004,-89.486,90.033,1169.027,343,0.162,0.001,9.791,96.832,70.447,2.638,0,0,11.694,0.466,0.262,0.078,0.126,0.466,0.026,0.069,-3.797e-4,0,0,0,0,-8.067e-5,2.162,90,12.482,967.819,0.001,338.863,0.217,6.129e6,10,78.54,0.05,0.166,0.009
44.465,383.682,383.682,-73.553,73.566,0.207,0.812,270.557,0.275,270.557,89.942,1.374,0.786,28.61,-80.597,0.168,-1.692e-4,2.455,-0.006,-89.471,90.056,1169.027,343,0.162,0.001,9.791,96.805,70.447,2.636,0,0,11.695,0.466,0.262,0.078,0.126,0.466,0.033,0.086,-2.173e-4,0,0,0,0,1.427e-4,2.268,90,12.506,968.25,0.001,338.878,0.217,6.13e6,10,78.54,0.05,0.167,0.009
44.515,380.005,380.005,-73.543,73.556,0.217,0.339,270.488,0.275,270.488,89.942,1.388,0.26,28.61,-80.597,0.089,-1.677e-4,-3.466,-0.012,-89.3,90.029,1169.027,343,0.162,0.001,9.791,96.866,70.447,2.642,0,0,11.695,0.466,0.262,0.078,0.126,0.466,0.017,0.046,-3.204e-4,0,0,0,0,-2.844e-4,2.172,90,12.53,968.682,0.001,338.892,0.217,6.131e6,10,78.54,0.05,0.167,0.009
44.565,376.328,376.328,-73.531,73.544,0.226,0.825,270.419,0.275,270.42,89.942,1.355,0.794,28.61,-80.597,0.219,-1.698e-4,0.797,0.001,-89.224,90.017,1169.027,343,0.162,0.001,9.791,96.766,70.447,2.632,0,0,11.697,0.466,0.262,0.078,0.126,0.466,0.043,0.113,4.037e-4,0,0,0,0,1.506e-5,2.069,90,12.554,969.113,0.001,338.907,0.217,6.131e6,10,78.54,0.04,0.167,0.009
44.605,373.381,373.381,-73.522,73.534,0.219,0.388,270.366,0.275,270.366,89.942,1.332,0.321,28.61,-80.597,0.103,-1.711e-4,3.817,0.013,-89.324,90.029,1169.027,343,0.162,0.001,9.791,96.856,70.447,2.641,0,0,11.696,0.466,0.262,0.078,0.126,0.466,0.02,0.053,-2.946e-4,0,0,0,0,3.453e-4,2.068,90,12.573,969.459,0.001,338.918,0.217,6.132e6,10,78.54,0.05,0.167,0.009
44.655,369.705,369.705,-73.512,73.524,0.212,0.394,270.299,0.275,270.299,89.942,1.331,0.332,28.61,-80.597,0.063,-1.719e-4,-4.422,0.034,-89.545,90.115,1169.027,343,0.162,0.001,9.791,96.887,70.447,2.644,0,0,11.696,0.466,0.262,0.078,0.126,0.466,0.012,0.032,4.876e-4,0,0,0,0,-4.635e-4,1.995,90,12.597,969.89,0.001,338.933,0.217,6.133e6,10,78.54,0.05,0.167,0.009
44.705,366.03,366.03,-73.501,73.514,0.211,1.259,270.232,0.275,270.232,89.942,1.376,1.242,28.61,-80.597,0.284,-1.736e-4,0.236,0.004,-89.666,90.188,1169.027,343,0.162,0.001,9.791,96.716,70.447,2.627,0,0,11.7,0.466,0.262,0.078,0.126,0.466,0.056,0.146,-4.309e-4,0,0,0,0,1.319e-6,2.168,90,12.621,970.321,0.001,338.947,0.217,6.134e6,10,78.54,0.031,0.167,0.009
44.736,363.765,363.765,-73.495,73.508,0.212,0.716,270.189,0.275,270.189,89.942,1.407,0.684,28.61,-80.597,0.149,-1.715e-4,3.369,0.001,-89.606,90.123,1169.027,343,0.162,0.001,9.791,96.82,70.447,2.637,0,0,11.698,0.466,0.262,0.078,0.126,0.466,0.029,0.077,-4.19e-4,0,0,0,0,2.691e-4,2.103,90,12.636,970.586,0.001,338.956,0.217,6.135e6,10,78.54,0.046,0.167,0.009
44.782,360.368,360.368,-73.485,73.498,0.221,0.475,270.123,0.275,270.124,89.942,1.412,0.421,28.61,-80.597,0.122,-1.71e-4,-3.598,-0.003,-89.425,90.027,1169.027,343,0.162,0.001,9.791,96.84,70.447,2.639,0,0,11.699,0.466,0.262,0.078,0.126,0.466,0.024,0.063,1.074e-4,0,0,0,0,-3.071e-4,1.994,90,12.658,970.985,0.001,338.969,0.217,6.135e6,10,78.54,0.05,0.168,0.009
44.832,356.694,356.694,-73.473,73.486,0.227,0.793,270.054,0.275,270.054,89.942,1.377,0.76,28.61,-80.597,0.206,-1.696e-4,0.831,0.008,-89.35,90.018,1169.027,343,0.162,0.001,9.791,96.776,70.447,2.633,0,0,11.7,0.466,0.262,0.078,0.126,0.466,0.04,0.106,4.358e-4,0,0,0,0,1.637e-5,1.946,90,12.681,971.416,0.001,338.984,0.217,6.136e6,10,78.54,0.043,0.168,0.009
44.875,353.566,353.566,-73.464,73.476,0.223,0.578,269.996,0.275,269.996,89.942,1.35,0.533,28.61,-80.597,0.147,-1.666e-4,4.108,0.014,-89.46,90.064,1169.027,343,0.162,0.001,9.791,96.821,70.447,2.637,0,0,11.7,0.466,0.262,0.078,0.126,0.466,0.029,0.076,-4.715e-4,0,0,0,0,4.006e-4,1.854,90,12.702,971.783,0.001,338.996,0.217,6.137e6,10,78.54,0.05,0.168,0.009
44.925,349.894,349.894,-73.453,73.465,0.216,0.403,269.929,0.275,269.929,89.942,1.339,0.341,28.61,-80.597,0.072,-1.635e-4,-5.674,0.031,-89.725,90.19,1169.027,343,0.162,0.001,9.791,96.879,70.447,2.643,0,0,11.7,0.466,0.262,0.078,0.126,0.466,0.014,0.038,8.033e-5,0,0,0,0,-7.644e-4,1.784,90,12.726,972.213,0.001,339.011,0.217,6.138e6,10,78.54,0.05,0.168,0.009
44.975,346.221,346.221,-73.442,73.455,0.218,1.003,269.861,0.275,269.861,89.942,1.378,0.979,28.61,-80.597,0.232,-1.59e-4,-1.467,0.014,-89.915,90.405,1169.027,343,0.162,0.001,9.791,96.756,70.447,2.631,0,0,11.702,0.466,0.262,0.078,0.126,0.466,0.045,0.119,-2.258e-4,0,0,0,0,-5.112e-5,1.784,90,12.75,972.644,0.001,339.025,0.217,6.139e6,10,78.54,0.038,0.168,0.009
45.012,343.438,343.438,-73.434,73.447,0.217,0.811,269.808,0.275,269.808,89.942,1.412,0.782,28.61,-80.597,0.184,-1.639e-4,2.175,0.021,-89.899,90.026,1169.027,343,0.162,0.001,9.791,96.792,70.447,2.634,0,0,11.702,0.466,0.262,0.078,0.126,0.466,0.036,0.094,9.864e-5,0,0,0,0,1.124e-4,1.778,90,12.768,972.97,0.001,339.036,0.217,6.139e6,10,78.54,0.048,0.168,0.009
45.06,339.927,339.927,-73.423,73.438,0.218,0.293,269.74,0.275,269.74,89.942,1.437,0.196,28.61,-80.597,0.038,-1.652e-4,4.735,0.144,-89.721,89.864,1169.027,343,0.162,0.001,9.791,96.906,70.447,2.646,0,0,11.701,0.466,0.262,0.078,0.126,0.466,0.007,0.019,3.404e-4,0,0,0,0,5.327e-4,1.842,90,12.79,973.382,0.001,339.05,0.217,6.14e6,10,78.54,0.05,0.169,0.009
45.11,336.256,336.256,-73.412,73.426,0.223,0.463,269.668,0.275,269.668,89.942,1.429,0.406,28.61,-80.597,0.115,-1.643e-4,-3.548,0.037,-89.501,89.941,1169.027,343,0.162,0.001,9.791,96.845,70.447,2.64,0,0,11.702,0.466,0.262,0.078,0.126,0.466,0.023,0.06,-3.842e-4,0,0,0,0,-2.992e-4,1.92,90,12.814,973.813,0.001,339.064,0.217,6.141e6,10,78.54,0.05,0.169,0.009
45.16,332.585,332.585,-73.401,73.415,0.225,0.469,269.597,0.274,269.597,89.942,1.409,0.412,28.61,-80.597,0.121,-1.662e-4,-0.841,0.02,-89.392,90.042,1169.027,343,0.162,0.001,9.791,96.841,70.447,2.639,0,0,11.703,0.466,0.262,0.078,0.126,0.466,0.024,0.062,5.323e-5,0,0,0,0,-1.682e-5,2.032,90,12.838,974.243,0.001,339.079,0.216,6.142e6,10,78.54,0.05,0.169,0.009
45.21,328.916,328.916,-73.39,73.403,0.223,0.334,269.527,0.274,269.527,89.942,1.388,0.249,28.61,-80.597,0.081,-1.651e-4,1.878,0.042,-89.423,90.146,1169.027,343,0.162,0.001,9.791,96.872,70.447,2.642,0,0,11.704,0.466,0.262,0.078,0.126,0.466,0.016,0.042,4.91e-4,0,0,0,0,8.389e-5,2.024,90,12.862,974.674,0.001,339.093,0.216,6.143e6,10,78.54,0.05,0.169,0.009
45.26,325.246,325.246,-73.379,73.392,0.218,0.447,269.458,0.274,269.458,89.942,1.395,0.39,28.61,-80.597,0.076,-1.664e-4,-1.633,0.031,-89.524,90.201,1169.027,343,0.162,0.001,9.791,96.876,70.447,2.643,0,0,11.704,0.466,0.262,0.078,0.126,0.466,0.015,0.039,3.031e-4,0,0,0,0,-6.341e-5,2.101,90,12.886,975.104,0.001,339.108,0.216,6.144e6,10,78.54,0.05,0.169,0.009
45.31,321.578,321.578,-73.368,73.382,0.219,0.467,269.387,0.274,269.388,89.942,1.414,0.413,28.61,-80.597,0.083,-1.65e-4,0.139,0.026,-89.561,90.107,1169.027,343,0.162,0.001,9.791,96.871,70.447,2.642,0,0,11.705,0.466,0.262,0.078,0.126,0.466,0.016,0.043,2.169e-4,0,0,0,0,4.612e-7,2.082,90,12.91,975.534,0.001,339.122,0.216,6.145e6,10,78.54,0.05,0.169,0.009
45.36,317.91,317.91,-73.357,73.371,0.219,0.434,269.316,0.274,269.316,89.942,1.436,0.375,28.61,-80.597,0.071,-1.612e-4,2.163,0.039,-89.502,89.973,1169.027,343,0.162,0.001,9.791,96.88,70.447,2.643,0,0,11.706,0.466,0.262,0.078,0.126,0.466,0.014,0.036,2.354e-4,0,0,0,0,1.113e-4,2.165,90,12.934,975.965,0.001,339.137,0.216,6.146e6,10,78.54,0.05,0.169,0.009
45.41,314.242,314.242,-73.346,73.36,0.225,0.276,269.244,0.274,269.244,89.942,1.443,0.161,28.61,-80.597,0.062,-1.596e-4,-2.403,0.036,-89.376,89.985,1169.027,343,0.162,0.001,9.791,96.886,70.447,2.644,0,0,11.706,0.466,0.262,0.078,0.126,0.466,0.012,0.032,2.725e-5,0,0,0,0,-1.375e-4,2.163,90,12.957,976.395,0.001,339.151,0.216,6.146e6,10,78.54,0.05,0.17,0.009
45.46,310.575,310.575,-73.335,73.348,0.231,0.598,269.172,0.274,269.173,89.942,1.42,0.551,28.61,-80.597,0.157,-1.546e-4,0.655,0.015,-89.325,90.049,1169.027,343,0.162,0.001,9.791,96.813,70.447,2.637,0,0,11.707,0.466,0.262,0.078,0.126,0.466,0.031,0.081,3.987e-4,0,0,0,0,1.023e-5,2.083,90,12.981,976.825,0.001,339.166,0.216,6.147e6,10,78.54,0.05,0.17,0.009
45.51,306.909,306.909,-73.323,73.337,0.224,0.224,269.102,0.274,269.102,89.942,1.407,0.008,28.61,-80.597,0.02,-1.558e-4,2.634,0.041,-89.42,90.079,1169.027,343,0.162,0.001,9.791,96.919,70.447,2.647,0,0,11.707,0.466,0.262,0.078,0.126,0.466,0.004,0.01,-2.901e-4,0,0,0,0,1.653e-4,2.124,90,13.005,977.255,0.001,339.18,0.216,6.148e6,10,78.54,0.05,0.17,0.009
45.56,303.243,303.243,-73.312,73.326,0.222,0.388,269.031,0.274,269.031,89.942,1.416,0.319,28.61,-80.597,0.059,-1.57e-4,-2.095,0.013,-89.545,90.069,1169.027,343,0.162,0.001,9.791,96.888,70.447,2.644,0,0,11.708,0.466,0.262,0.078,0.126,0.466,0.012,0.03,3.492e-4,0,0,0,0,-1.046e-4,2.074,90,13.029,977.685,0.001,339.194,0.216,6.149e6,10,78.54,0.05,0.17,0.009
45.61,299.577,299.577,-73.301,73.315,0.222,0.44,268.96,0.274,268.96,89.942,1.435,0.38,28.61,-80.597,0.077,-1.557e-4,-0.423,0.003,-89.609,90.006,1169.027,343,0.162,0.001,9.791,96.875,70.447,2.643,0,0,11.708,0.466,0.262,0.078,0.126,0.466,0.015,0.039,-3.717e-4,0,0,0,0,-4.261e-6,2.033,90,13.053,978.115,0.001,339.209,0.216,6.15e6,10,78.54,0.05,0.17,0.009
45.66,295.913,295.913,-73.29,73.304,0.223,0.323,268.888,0.274,268.888,89.942,1.45,0.233,28.61,-80.597,0.041,-1.56e-4,0.951,-0.008,-89.592,90.027,1169.027,343,0.162,0.001,9.791,96.903,70.447,2.646,0,0,11.708,0.466,0.262,0.078,0.126,0.466,0.008,0.021,-2.872e-4,0,0,0,0,2.155e-5,2.024,90,13.077,978.544,0.001,339.223,0.216,6.15e6,10,78.54,0.05,0.17,0.009
45.71,292.248,292.248,-73.279,73.293,0.225,0.227,268.815,0.274,268.815,89.942,1.457,0.023,28.61,-80.597,0.023,-1.555e-4,-1.366,-0.014,-89.528,90.118,1169.027,343,0.162,0.001,9.791,96.917,70.447,2.647,0,0,11.709,0.466,0.262,0.078,0.126,0.466,0.004,0.011,4.492e-4,0,0,0,0,-4.454e-5,2.031,90,13.1,978.974,0.001,339.238,0.216,6.151e6,10,78.54,0.05,0.17,0.009
45.76,288.585,288.585,-73.267,73.282,0.229,0.425,268.742,0.274,268.743,89.942,1.444,0.359,28.61,-80.597,0.104,-1.548e-4,0.477,0.009,-89.5,90.172,1169.027,343,0.162,0.001,9.791,96.853,70.447,2.641,0,0,11.71,0.466,0.262,0.078,0.126,0.466,0.02,0.054,2.043e-4,0,0,0,0,5.44e-6,1.95,90,13.124,979.404,0.001,339.252,0.216,6.152e6,10,78.54,0.05,0.171,0.009
45.81,284.922,284.922,-73.256,73.27,0.225,0.251,268.671,0.274,268.671,89.942,1.437,0.112,28.61,-80.597,0.011,-1.56e-4,-1.66,0.093,-89.564,90.157,1169.027,343,0.162,0.001,9.791,96.926,70.447,2.648,0,0,11.71,0.466,0.262,0.078,0.126,0.466,0.002,0.005,7.768e-5,0,0,0,0,-6.581e-5,2.008,90,13.148,979.833,0.001,339.267,0.216,6.153e6,10,78.54,0.05,0.171,0.009
45.86,281.259,281.259,-73.245,73.259,0.223,0.578,268.598,0.274,268.598,89.942,1.456,0.534,28.61,-80.597,0.113,-1.521e-4,0.046,0.006,-89.613,90.086,1169.027,343,0.162,0.001,9.791,96.846,70.447,2.64,0,0,11.711,0.466,0.262,0.078,0.126,0.466,0.022,0.058,1.03e-4,0,0,0,0,5.059e-8,2.096,90,13.172,980.263,0.001,339.281,0.216,6.154e6,10,78.54,0.05,0.171,0.009
45.91,277.597,277.597,-73.234,73.249,0.224,0.452,268.525,0.274,268.525,89.942,1.479,0.393,28.61,-80.597,0.077,-1.507e-4,2.221,0.001,-89.552,90.063,1169.027,343,0.162,0.001,9.791,96.874,70.447,2.643,0,0,11.711,0.466,0.262,0.078,0.126,0.466,0.015,0.04,2.99e-4,0,0,0,0,1.178e-4,2.15,90,13.196,980.693,0.001,339.295,0.216,6.155e6,10,78.54,0.05,0.171,0.009
45.96,273.936,273.936,-73.222,73.238,0.227,0.261,268.451,0.274,268.451,89.942,1.495,0.129,28.61,-80.597,0.008,-1.51e-4,3.494,-0.066,-89.402,90.077,1169.027,343,0.162,0.001,9.791,96.928,70.447,2.648,0,0,11.712,0.466,0.262,0.078,0.126,0.466,0.002,0.004,-3.141e-4,0,0,0,0,2.916e-4,2.269,90,13.219,981.122,0.001,339.31,0.216,6.156e6,10,78.54,0.05,0.171,0.009
46.01,270.275,270.275,-73.211,73.226,0.235,0.536,268.376,0.274,268.376,89.942,1.484,0.481,28.61,-80.597,0.143,-1.522e-4,-1.684,-0.005,-89.26,90.052,1169.027,343,0.162,0.001,9.791,96.823,70.447,2.638,0,0,11.713,0.466,0.262,0.078,0.126,0.466,0.028,0.074,-3.721e-4,0,0,0,0,-6.778e-5,2.245,90,13.243,981.551,0.001,339.324,0.216,6.156e6,10,78.54,0.05,0.171,0.009
46.06,266.615,266.615,-73.199,73.214,0.234,0.465,268.302,0.274,268.303,89.942,1.459,0.401,28.61,-80.597,0.124,-1.504e-4,1.676,-0.019,-89.263,90.018,1169.027,343,0.162,0.001,9.791,96.838,70.447,2.639,0,0,11.713,0.466,0.262,0.078,0.126,0.466,0.024,0.064,1.178e-4,0,0,0,0,6.713e-5,2.241,90,13.267,981.981,0.001,339.339,0.216,6.157e6,10,78.54,0.05,0.172,0.009
